pattern	replacement	feature	sentiment
 (nicht|nichts|kein|keine|keinen) murren 	 NOT_murren 	 NOT_murren 	1
 (nicht|nichts|kein|keine|keinen) murrest 	 NOT_murrest 	 NOT_murrest 	1
 (nicht|nichts|kein|keine|keinen) murret 	 NOT_murret 	 NOT_murret 	1
 (nicht|nichts|kein|keine|keinen) mürrisch 	 NOT_mürrisch 	 NOT_mürrisch 	1
 (nicht|nichts|kein|keine|keinen) mürrische 	 NOT_mürrische 	 NOT_mürrische 	1
 (nicht|nichts|kein|keine|keinen) mürrischem 	 NOT_mürrischem 	 NOT_mürrischem 	1
 (nicht|nichts|kein|keine|keinen) mürrischen 	 NOT_mürrischen 	 NOT_mürrischen 	1
 (nicht|nichts|kein|keine|keinen) mürrischer 	 NOT_mürrischer 	 NOT_mürrischer 	1
 (nicht|nichts|kein|keine|keinen) mürrischere 	 NOT_mürrischere 	 NOT_mürrischere 	1
 (nicht|nichts|kein|keine|keinen) mürrischerem 	 NOT_mürrischerem 	 NOT_mürrischerem 	1
 (nicht|nichts|kein|keine|keinen) mürrischeren 	 NOT_mürrischeren 	 NOT_mürrischeren 	1
 (nicht|nichts|kein|keine|keinen) mürrischerer 	 NOT_mürrischerer 	 NOT_mürrischerer 	1
 (nicht|nichts|kein|keine|keinen) mürrischeres 	 NOT_mürrischeres 	 NOT_mürrischeres 	1
 (nicht|nichts|kein|keine|keinen) mürrisches 	 NOT_mürrisches 	 NOT_mürrisches 	1
 (nicht|nichts|kein|keine|keinen) mürrischst 	 NOT_mürrischst 	 NOT_mürrischst 	1
 (nicht|nichts|kein|keine|keinen) mürrischste 	 NOT_mürrischste 	 NOT_mürrischste 	1
 (nicht|nichts|kein|keine|keinen) mürrischstem 	 NOT_mürrischstem 	 NOT_mürrischstem 	1
 (nicht|nichts|kein|keine|keinen) mürrischsten 	 NOT_mürrischsten 	 NOT_mürrischsten 	1
 (nicht|nichts|kein|keine|keinen) mürrischster 	 NOT_mürrischster 	 NOT_mürrischster 	1
 (nicht|nichts|kein|keine|keinen) mürrischstes 	 NOT_mürrischstes 	 NOT_mürrischstes 	1
 (nicht|nichts|kein|keine|keinen) murrst 	 NOT_murrst 	 NOT_murrst 	1
 (nicht|nichts|kein|keine|keinen) murrt 	 NOT_murrt 	 NOT_murrt 	1
 (nicht|nichts|kein|keine|keinen) murrte 	 NOT_murrte 	 NOT_murrte 	1
 (nicht|nichts|kein|keine|keinen) murrten 	 NOT_murrten 	 NOT_murrten 	1
 (nicht|nichts|kein|keine|keinen) murrtest 	 NOT_murrtest 	 NOT_murrtest 	1
 (nicht|nichts|kein|keine|keinen) murrtet 	 NOT_murrtet 	 NOT_murrtet 	1
 (nicht|nichts|kein|keine|keinen) muskelkater 	 NOT_muskelkater 	 NOT_muskelkater 	1
 (nicht|nichts|kein|keine|keinen) muss 	 NOT_muss 	 NOT_muss 	1
 (nicht|nichts|kein|keine|keinen) müssen 	 NOT_müssen 	 NOT_müssen 	1
 (nicht|nichts|kein|keine|keinen) mustergültig 	 NOT_mustergültig 	 NOT_mustergültig 	-1
 (nicht|nichts|kein|keine|keinen) mustergültige 	 NOT_mustergültige 	 NOT_mustergültige 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigem 	 NOT_mustergültigem 	 NOT_mustergültigem 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigen 	 NOT_mustergültigen 	 NOT_mustergültigen 	-1
 (nicht|nichts|kein|keine|keinen) mustergültiger 	 NOT_mustergültiger 	 NOT_mustergültiger 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigere 	 NOT_mustergültigere 	 NOT_mustergültigere 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigerem 	 NOT_mustergültigerem 	 NOT_mustergültigerem 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigeren 	 NOT_mustergültigeren 	 NOT_mustergültigeren 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigerer 	 NOT_mustergültigerer 	 NOT_mustergültigerer 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigeres 	 NOT_mustergültigeres 	 NOT_mustergültigeres 	-1
 (nicht|nichts|kein|keine|keinen) mustergültiges 	 NOT_mustergültiges 	 NOT_mustergültiges 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigst 	 NOT_mustergültigst 	 NOT_mustergültigst 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigste 	 NOT_mustergültigste 	 NOT_mustergültigste 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigstem 	 NOT_mustergültigstem 	 NOT_mustergültigstem 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigsten 	 NOT_mustergültigsten 	 NOT_mustergültigsten 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigster 	 NOT_mustergültigster 	 NOT_mustergültigster 	-1
 (nicht|nichts|kein|keine|keinen) mustergültigstes 	 NOT_mustergültigstes 	 NOT_mustergültigstes 	-1
 (nicht|nichts|kein|keine|keinen) mut 	 NOT_mut 	 NOT_mut 	-1
 (nicht|nichts|kein|keine|keinen) mutes 	 NOT_mutes 	 NOT_mutes 	-1
 (nicht|nichts|kein|keine|keinen) mutig 	 NOT_mutig 	 NOT_mutig 	-1
 (nicht|nichts|kein|keine|keinen) mutige 	 NOT_mutige 	 NOT_mutige 	-1
 (nicht|nichts|kein|keine|keinen) mutigem 	 NOT_mutigem 	 NOT_mutigem 	-1
 (nicht|nichts|kein|keine|keinen) mutigen 	 NOT_mutigen 	 NOT_mutigen 	-1
 (nicht|nichts|kein|keine|keinen) mutiger 	 NOT_mutiger 	 NOT_mutiger 	-1
 (nicht|nichts|kein|keine|keinen) mutigere 	 NOT_mutigere 	 NOT_mutigere 	-1
 (nicht|nichts|kein|keine|keinen) mutigerem 	 NOT_mutigerem 	 NOT_mutigerem 	-1
 (nicht|nichts|kein|keine|keinen) mutigeren 	 NOT_mutigeren 	 NOT_mutigeren 	-1
 (nicht|nichts|kein|keine|keinen) mutigerer 	 NOT_mutigerer 	 NOT_mutigerer 	-1
 (nicht|nichts|kein|keine|keinen) mutigeres 	 NOT_mutigeres 	 NOT_mutigeres 	-1
 (nicht|nichts|kein|keine|keinen) mutiges 	 NOT_mutiges 	 NOT_mutiges 	-1
 (nicht|nichts|kein|keine|keinen) mutigst 	 NOT_mutigst 	 NOT_mutigst 	-1
 (nicht|nichts|kein|keine|keinen) mutigste 	 NOT_mutigste 	 NOT_mutigste 	-1
 (nicht|nichts|kein|keine|keinen) mutigstem 	 NOT_mutigstem 	 NOT_mutigstem 	-1
 (nicht|nichts|kein|keine|keinen) mutigsten 	 NOT_mutigsten 	 NOT_mutigsten 	-1
 (nicht|nichts|kein|keine|keinen) mutigster 	 NOT_mutigster 	 NOT_mutigster 	-1
 (nicht|nichts|kein|keine|keinen) mutigstes 	 NOT_mutigstes 	 NOT_mutigstes 	-1
 (nicht|nichts|kein|keine|keinen) mutlos 	 NOT_mutlos 	 NOT_mutlos 	1
 (nicht|nichts|kein|keine|keinen) mutlose 	 NOT_mutlose 	 NOT_mutlose 	1
 (nicht|nichts|kein|keine|keinen) mutlosem 	 NOT_mutlosem 	 NOT_mutlosem 	1
 (nicht|nichts|kein|keine|keinen) mutlosen 	 NOT_mutlosen 	 NOT_mutlosen 	1
 (nicht|nichts|kein|keine|keinen) mutloser 	 NOT_mutloser 	 NOT_mutloser 	1
 (nicht|nichts|kein|keine|keinen) mutlosere 	 NOT_mutlosere 	 NOT_mutlosere 	1
 (nicht|nichts|kein|keine|keinen) mutloserem 	 NOT_mutloserem 	 NOT_mutloserem 	1
 (nicht|nichts|kein|keine|keinen) mutloseren 	 NOT_mutloseren 	 NOT_mutloseren 	1
 (nicht|nichts|kein|keine|keinen) mutloserer 	 NOT_mutloserer 	 NOT_mutloserer 	1
 (nicht|nichts|kein|keine|keinen) mutloseres 	 NOT_mutloseres 	 NOT_mutloseres 	1
 (nicht|nichts|kein|keine|keinen) mutloses 	 NOT_mutloses 	 NOT_mutloses 	1
 (nicht|nichts|kein|keine|keinen) mutlosest 	 NOT_mutlosest 	 NOT_mutlosest 	1
 (nicht|nichts|kein|keine|keinen) mutloseste 	 NOT_mutloseste 	 NOT_mutloseste 	1
 (nicht|nichts|kein|keine|keinen) mutlosestem 	 NOT_mutlosestem 	 NOT_mutlosestem 	1
 (nicht|nichts|kein|keine|keinen) mutlosesten 	 NOT_mutlosesten 	 NOT_mutlosesten 	1
 (nicht|nichts|kein|keine|keinen) mutlosester 	 NOT_mutlosester 	 NOT_mutlosester 	1
 (nicht|nichts|kein|keine|keinen) mutlosestes 	 NOT_mutlosestes 	 NOT_mutlosestes 	1
 (nicht|nichts|kein|keine|keinen) mutlosigkeit 	 NOT_mutlosigkeit 	 NOT_mutlosigkeit 	1
 (nicht|nichts|kein|keine|keinen) muts 	 NOT_muts 	 NOT_muts 	-1
 (nicht|nichts|kein|keine|keinen) mutterseelenallein 	 NOT_mutterseelenallein 	 NOT_mutterseelenallein 	1
 (nicht|nichts|kein|keine|keinen) mutualismus 	 NOT_mutualismus 	 NOT_mutualismus 	-1
 (nicht|nichts|kein|keine|keinen) mutwille 	 NOT_mutwille 	 NOT_mutwille 	1
 (nicht|nichts|kein|keine|keinen) mutwillig 	 NOT_mutwillig 	 NOT_mutwillig 	1
 (nicht|nichts|kein|keine|keinen) myriade 	 NOT_myriade 	 NOT_myriade 	-1
 (nicht|nichts|kein|keine|keinen) mysterienspiel 	 NOT_mysterienspiel 	 NOT_mysterienspiel 	1
 (nicht|nichts|kein|keine|keinen) mysterium 	 NOT_mysterium 	 NOT_mysterium 	1
 (nicht|nichts|kein|keine|keinen) mythe 	 NOT_mythe 	 NOT_mythe 	1
 (nicht|nichts|kein|keine|keinen) mythisch 	 NOT_mythisch 	 NOT_mythisch 	-1
 (nicht|nichts|kein|keine|keinen) nachäffer 	 NOT_nachäffer 	 NOT_nachäffer 	1
 (nicht|nichts|kein|keine|keinen) nachahmenswert 	 NOT_nachahmenswert 	 NOT_nachahmenswert 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswerte 	 NOT_nachahmenswerte 	 NOT_nachahmenswerte 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswertem 	 NOT_nachahmenswertem 	 NOT_nachahmenswertem 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswerten 	 NOT_nachahmenswerten 	 NOT_nachahmenswerten 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswerter 	 NOT_nachahmenswerter 	 NOT_nachahmenswerter 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswertere 	 NOT_nachahmenswertere 	 NOT_nachahmenswertere 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswerterem 	 NOT_nachahmenswerterem 	 NOT_nachahmenswerterem 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswerteren 	 NOT_nachahmenswerteren 	 NOT_nachahmenswerteren 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswerterer 	 NOT_nachahmenswerterer 	 NOT_nachahmenswerterer 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswerteres 	 NOT_nachahmenswerteres 	 NOT_nachahmenswerteres 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswertes 	 NOT_nachahmenswertes 	 NOT_nachahmenswertes 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswertest 	 NOT_nachahmenswertest 	 NOT_nachahmenswertest 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswerteste 	 NOT_nachahmenswerteste 	 NOT_nachahmenswerteste 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswertestem 	 NOT_nachahmenswertestem 	 NOT_nachahmenswertestem 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswertesten 	 NOT_nachahmenswertesten 	 NOT_nachahmenswertesten 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswertester 	 NOT_nachahmenswertester 	 NOT_nachahmenswertester 	-1
 (nicht|nichts|kein|keine|keinen) nachahmenswertestes 	 NOT_nachahmenswertestes 	 NOT_nachahmenswertestes 	-1
 (nicht|nichts|kein|keine|keinen) nacharbeit 	 NOT_nacharbeit 	 NOT_nacharbeit 	1
 (nicht|nichts|kein|keine|keinen) nachdrücklich 	 NOT_nachdrücklich 	 NOT_nachdrücklich 	1
 (nicht|nichts|kein|keine|keinen) nachempfinden 	 NOT_nachempfinden 	 NOT_nachempfinden 	-1
 (nicht|nichts|kein|keine|keinen) nachgeben 	 NOT_nachgeben 	 NOT_nachgeben 	-1
 (nicht|nichts|kein|keine|keinen) nachgemacht 	 NOT_nachgemacht 	 NOT_nachgemacht 	1
 (nicht|nichts|kein|keine|keinen) nachgeschmack 	 NOT_nachgeschmack 	 NOT_nachgeschmack 	1
 (nicht|nichts|kein|keine|keinen) nachgiebig 	 NOT_nachgiebig 	 NOT_nachgiebig 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltig 	 NOT_nachhaltig 	 NOT_nachhaltig 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltige 	 NOT_nachhaltige 	 NOT_nachhaltige 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigem 	 NOT_nachhaltigem 	 NOT_nachhaltigem 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigen 	 NOT_nachhaltigen 	 NOT_nachhaltigen 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltiger 	 NOT_nachhaltiger 	 NOT_nachhaltiger 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigere 	 NOT_nachhaltigere 	 NOT_nachhaltigere 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigerem 	 NOT_nachhaltigerem 	 NOT_nachhaltigerem 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigeren 	 NOT_nachhaltigeren 	 NOT_nachhaltigeren 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigerer 	 NOT_nachhaltigerer 	 NOT_nachhaltigerer 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigeres 	 NOT_nachhaltigeres 	 NOT_nachhaltigeres 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltiges 	 NOT_nachhaltiges 	 NOT_nachhaltiges 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigkeit 	 NOT_nachhaltigkeit 	 NOT_nachhaltigkeit 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigst 	 NOT_nachhaltigst 	 NOT_nachhaltigst 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigste 	 NOT_nachhaltigste 	 NOT_nachhaltigste 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigstem 	 NOT_nachhaltigstem 	 NOT_nachhaltigstem 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigsten 	 NOT_nachhaltigsten 	 NOT_nachhaltigsten 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigster 	 NOT_nachhaltigster 	 NOT_nachhaltigster 	-1
 (nicht|nichts|kein|keine|keinen) nachhaltigstes 	 NOT_nachhaltigstes 	 NOT_nachhaltigstes 	-1
 (nicht|nichts|kein|keine|keinen) nachhinken 	 NOT_nachhinken 	 NOT_nachhinken 	1
 (nicht|nichts|kein|keine|keinen) nachkommenschaft 	 NOT_nachkommenschaft 	 NOT_nachkommenschaft 	-1
 (nicht|nichts|kein|keine|keinen) nachlassen 	 NOT_nachlassen 	 NOT_nachlassen 	1
 (nicht|nichts|kein|keine|keinen) nachlassend 	 NOT_nachlassend 	 NOT_nachlassend 	1
 (nicht|nichts|kein|keine|keinen) nachlässig 	 NOT_nachlässig 	 NOT_nachlässig 	1
 (nicht|nichts|kein|keine|keinen) nachlässige 	 NOT_nachlässige 	 NOT_nachlässige 	1
 (nicht|nichts|kein|keine|keinen) nachlässigem 	 NOT_nachlässigem 	 NOT_nachlässigem 	1
 (nicht|nichts|kein|keine|keinen) nachlässigen 	 NOT_nachlässigen 	 NOT_nachlässigen 	1
 (nicht|nichts|kein|keine|keinen) nachlässiger 	 NOT_nachlässiger 	 NOT_nachlässiger 	1
 (nicht|nichts|kein|keine|keinen) nachlässigere 	 NOT_nachlässigere 	 NOT_nachlässigere 	1
 (nicht|nichts|kein|keine|keinen) nachlässigerem 	 NOT_nachlässigerem 	 NOT_nachlässigerem 	1
 (nicht|nichts|kein|keine|keinen) nachlässigeren 	 NOT_nachlässigeren 	 NOT_nachlässigeren 	1
 (nicht|nichts|kein|keine|keinen) nachlässigerer 	 NOT_nachlässigerer 	 NOT_nachlässigerer 	1
 (nicht|nichts|kein|keine|keinen) nachlässigeres 	 NOT_nachlässigeres 	 NOT_nachlässigeres 	1
 (nicht|nichts|kein|keine|keinen) nachlässiges 	 NOT_nachlässiges 	 NOT_nachlässiges 	1
 (nicht|nichts|kein|keine|keinen) nachlässigkeit 	 NOT_nachlässigkeit 	 NOT_nachlässigkeit 	1
 (nicht|nichts|kein|keine|keinen) nachlässigkeiten 	 NOT_nachlässigkeiten 	 NOT_nachlässigkeiten 	1
 (nicht|nichts|kein|keine|keinen) nachlässigst 	 NOT_nachlässigst 	 NOT_nachlässigst 	1
 (nicht|nichts|kein|keine|keinen) nachlässigste 	 NOT_nachlässigste 	 NOT_nachlässigste 	1
 (nicht|nichts|kein|keine|keinen) nachlässigstem 	 NOT_nachlässigstem 	 NOT_nachlässigstem 	1
 (nicht|nichts|kein|keine|keinen) nachlässigsten 	 NOT_nachlässigsten 	 NOT_nachlässigsten 	1
 (nicht|nichts|kein|keine|keinen) nachlässigster 	 NOT_nachlässigster 	 NOT_nachlässigster 	1
 (nicht|nichts|kein|keine|keinen) nachlässigstes 	 NOT_nachlässigstes 	 NOT_nachlässigstes 	1
 (nicht|nichts|kein|keine|keinen) nachprüfbar 	 NOT_nachprüfbar 	 NOT_nachprüfbar 	-1
 (nicht|nichts|kein|keine|keinen) nachrangig 	 NOT_nachrangig 	 NOT_nachrangig 	1
 (nicht|nichts|kein|keine|keinen) nachsacken 	 NOT_nachsacken 	 NOT_nachsacken 	1
 (nicht|nichts|kein|keine|keinen) nachsicht 	 NOT_nachsicht 	 NOT_nachsicht 	-1
 (nicht|nichts|kein|keine|keinen) nachsichtig 	 NOT_nachsichtig 	 NOT_nachsichtig 	-1
 (nicht|nichts|kein|keine|keinen) nachteil 	 NOT_nachteil 	 NOT_nachteil 	1
 (nicht|nichts|kein|keine|keinen) nachteile 	 NOT_nachteile 	 NOT_nachteile 	1
 (nicht|nichts|kein|keine|keinen) nachteilen 	 NOT_nachteilen 	 NOT_nachteilen 	1
 (nicht|nichts|kein|keine|keinen) nachteiles 	 NOT_nachteiles 	 NOT_nachteiles 	1
 (nicht|nichts|kein|keine|keinen) nachteilig 	 NOT_nachteilig 	 NOT_nachteilig 	1
 (nicht|nichts|kein|keine|keinen) nachteilige 	 NOT_nachteilige 	 NOT_nachteilige 	1
 (nicht|nichts|kein|keine|keinen) nachteiligem 	 NOT_nachteiligem 	 NOT_nachteiligem 	1
 (nicht|nichts|kein|keine|keinen) nachteiligen 	 NOT_nachteiligen 	 NOT_nachteiligen 	1
 (nicht|nichts|kein|keine|keinen) nachteiliger 	 NOT_nachteiliger 	 NOT_nachteiliger 	1
 (nicht|nichts|kein|keine|keinen) nachteiligere 	 NOT_nachteiligere 	 NOT_nachteiligere 	1
 (nicht|nichts|kein|keine|keinen) nachteiligerem 	 NOT_nachteiligerem 	 NOT_nachteiligerem 	1
 (nicht|nichts|kein|keine|keinen) nachteiligeren 	 NOT_nachteiligeren 	 NOT_nachteiligeren 	1
 (nicht|nichts|kein|keine|keinen) nachteiligerer 	 NOT_nachteiligerer 	 NOT_nachteiligerer 	1
 (nicht|nichts|kein|keine|keinen) nachteiligeres 	 NOT_nachteiligeres 	 NOT_nachteiligeres 	1
 (nicht|nichts|kein|keine|keinen) nachteiliges 	 NOT_nachteiliges 	 NOT_nachteiliges 	1
 (nicht|nichts|kein|keine|keinen) nachteiligst 	 NOT_nachteiligst 	 NOT_nachteiligst 	1
 (nicht|nichts|kein|keine|keinen) nachteiligste 	 NOT_nachteiligste 	 NOT_nachteiligste 	1
 (nicht|nichts|kein|keine|keinen) nachteiligstem 	 NOT_nachteiligstem 	 NOT_nachteiligstem 	1
 (nicht|nichts|kein|keine|keinen) nachteiligsten 	 NOT_nachteiligsten 	 NOT_nachteiligsten 	1
 (nicht|nichts|kein|keine|keinen) nachteiligster 	 NOT_nachteiligster 	 NOT_nachteiligster 	1
 (nicht|nichts|kein|keine|keinen) nachteiligstes 	 NOT_nachteiligstes 	 NOT_nachteiligstes 	1
 (nicht|nichts|kein|keine|keinen) nachteils 	 NOT_nachteils 	 NOT_nachteils 	1
 (nicht|nichts|kein|keine|keinen) nachtragend 	 NOT_nachtragend 	 NOT_nachtragend 	1
 (nicht|nichts|kein|keine|keinen) nachträglich 	 NOT_nachträglich 	 NOT_nachträglich 	1
 (nicht|nichts|kein|keine|keinen) nachträglicher 	 NOT_nachträglicher 	 NOT_nachträglicher 	1
 (nicht|nichts|kein|keine|keinen) nachwachsend 	 NOT_nachwachsend 	 NOT_nachwachsend 	-1
 (nicht|nichts|kein|keine|keinen) nachweisbar 	 NOT_nachweisbar 	 NOT_nachweisbar 	-1
 (nicht|nichts|kein|keine|keinen) nachweislich 	 NOT_nachweislich 	 NOT_nachweislich 	-1
 (nicht|nichts|kein|keine|keinen) nachwelt 	 NOT_nachwelt 	 NOT_nachwelt 	-1
 (nicht|nichts|kein|keine|keinen) nachwuchsschauspieler 	 NOT_nachwuchsschauspieler 	 NOT_nachwuchsschauspieler 	-1
 (nicht|nichts|kein|keine|keinen) nachzügler 	 NOT_nachzügler 	 NOT_nachzügler 	1
 (nicht|nichts|kein|keine|keinen) nah 	 NOT_nah 	 NOT_nah 	-1
 (nicht|nichts|kein|keine|keinen) nahe 	 NOT_nahe 	 NOT_nahe 	-1
 (nicht|nichts|kein|keine|keinen) nähe 	 NOT_nähe 	 NOT_nähe 	-1
 (nicht|nichts|kein|keine|keinen) nahem 	 NOT_nahem 	 NOT_nahem 	-1
 (nicht|nichts|kein|keine|keinen) nahen 	 NOT_nahen 	 NOT_nahen 	-1
 (nicht|nichts|kein|keine|keinen) naher 	 NOT_naher 	 NOT_naher 	-1
 (nicht|nichts|kein|keine|keinen) nahere 	 NOT_nahere 	 NOT_nahere 	-1
 (nicht|nichts|kein|keine|keinen) naherem 	 NOT_naherem 	 NOT_naherem 	-1
 (nicht|nichts|kein|keine|keinen) naheren 	 NOT_naheren 	 NOT_naheren 	-1
 (nicht|nichts|kein|keine|keinen) naherer 	 NOT_naherer 	 NOT_naherer 	-1
 (nicht|nichts|kein|keine|keinen) naheres 	 NOT_naheres 	 NOT_naheres 	-1
 (nicht|nichts|kein|keine|keinen) nahes 	 NOT_nahes 	 NOT_nahes 	-1
 (nicht|nichts|kein|keine|keinen) nähr 	 NOT_nähr 	 NOT_nähr 	-1
 (nicht|nichts|kein|keine|keinen) nähre 	 NOT_nähre 	 NOT_nähre 	-1
 (nicht|nichts|kein|keine|keinen) nähren 	 NOT_nähren 	 NOT_nähren 	-1
 (nicht|nichts|kein|keine|keinen) nährend 	 NOT_nährend 	 NOT_nährend 	-1
 (nicht|nichts|kein|keine|keinen) nährest 	 NOT_nährest 	 NOT_nährest 	-1
 (nicht|nichts|kein|keine|keinen) nähret 	 NOT_nähret 	 NOT_nähret 	-1
 (nicht|nichts|kein|keine|keinen) nahrhaft 	 NOT_nahrhaft 	 NOT_nahrhaft 	-1
 (nicht|nichts|kein|keine|keinen) nährst 	 NOT_nährst 	 NOT_nährst 	-1
 (nicht|nichts|kein|keine|keinen) nährt 	 NOT_nährt 	 NOT_nährt 	-1
 (nicht|nichts|kein|keine|keinen) nährte 	 NOT_nährte 	 NOT_nährte 	-1
 (nicht|nichts|kein|keine|keinen) nährten 	 NOT_nährten 	 NOT_nährten 	-1
 (nicht|nichts|kein|keine|keinen) nährtest 	 NOT_nährtest 	 NOT_nährtest 	-1
 (nicht|nichts|kein|keine|keinen) nährtet 	 NOT_nährtet 	 NOT_nährtet 	-1
 (nicht|nichts|kein|keine|keinen) nahst 	 NOT_nahst 	 NOT_nahst 	-1
 (nicht|nichts|kein|keine|keinen) nahste 	 NOT_nahste 	 NOT_nahste 	-1
 (nicht|nichts|kein|keine|keinen) nahstem 	 NOT_nahstem 	 NOT_nahstem 	-1
 (nicht|nichts|kein|keine|keinen) nahsten 	 NOT_nahsten 	 NOT_nahsten 	-1
 (nicht|nichts|kein|keine|keinen) nahster 	 NOT_nahster 	 NOT_nahster 	-1
 (nicht|nichts|kein|keine|keinen) nahstes 	 NOT_nahstes 	 NOT_nahstes 	-1
 (nicht|nichts|kein|keine|keinen) nahtlos 	 NOT_nahtlos 	 NOT_nahtlos 	-1
 (nicht|nichts|kein|keine|keinen) naiv 	 NOT_naiv 	 NOT_naiv 	1
 (nicht|nichts|kein|keine|keinen) naive 	 NOT_naive 	 NOT_naive 	1
 (nicht|nichts|kein|keine|keinen) naivem 	 NOT_naivem 	 NOT_naivem 	1
 (nicht|nichts|kein|keine|keinen) naiven 	 NOT_naiven 	 NOT_naiven 	1
 (nicht|nichts|kein|keine|keinen) naiver 	 NOT_naiver 	 NOT_naiver 	1
 (nicht|nichts|kein|keine|keinen) naivere 	 NOT_naivere 	 NOT_naivere 	1
 (nicht|nichts|kein|keine|keinen) naiverem 	 NOT_naiverem 	 NOT_naiverem 	1
 (nicht|nichts|kein|keine|keinen) naiveren 	 NOT_naiveren 	 NOT_naiveren 	1
 (nicht|nichts|kein|keine|keinen) naiverer 	 NOT_naiverer 	 NOT_naiverer 	1
 (nicht|nichts|kein|keine|keinen) naiveres 	 NOT_naiveres 	 NOT_naiveres 	1
 (nicht|nichts|kein|keine|keinen) naives 	 NOT_naives 	 NOT_naives 	1
 (nicht|nichts|kein|keine|keinen) naivität 	 NOT_naivität 	 NOT_naivität 	1
 (nicht|nichts|kein|keine|keinen) naivling 	 NOT_naivling 	 NOT_naivling 	1
 (nicht|nichts|kein|keine|keinen) naivst 	 NOT_naivst 	 NOT_naivst 	1
 (nicht|nichts|kein|keine|keinen) naivste 	 NOT_naivste 	 NOT_naivste 	1
 (nicht|nichts|kein|keine|keinen) naivstem 	 NOT_naivstem 	 NOT_naivstem 	1
 (nicht|nichts|kein|keine|keinen) naivsten 	 NOT_naivsten 	 NOT_naivsten 	1
 (nicht|nichts|kein|keine|keinen) naivster 	 NOT_naivster 	 NOT_naivster 	1
 (nicht|nichts|kein|keine|keinen) naivstes 	 NOT_naivstes 	 NOT_naivstes 	1
 (nicht|nichts|kein|keine|keinen) namhaft 	 NOT_namhaft 	 NOT_namhaft 	-1
 (nicht|nichts|kein|keine|keinen) namhafte 	 NOT_namhafte 	 NOT_namhafte 	-1
 (nicht|nichts|kein|keine|keinen) namhaftem 	 NOT_namhaftem 	 NOT_namhaftem 	-1
 (nicht|nichts|kein|keine|keinen) namhaften 	 NOT_namhaften 	 NOT_namhaften 	-1
 (nicht|nichts|kein|keine|keinen) namhafter 	 NOT_namhafter 	 NOT_namhafter 	-1
 (nicht|nichts|kein|keine|keinen) namhaftere 	 NOT_namhaftere 	 NOT_namhaftere 	-1
 (nicht|nichts|kein|keine|keinen) namhafterem 	 NOT_namhafterem 	 NOT_namhafterem 	-1
 (nicht|nichts|kein|keine|keinen) namhafteren 	 NOT_namhafteren 	 NOT_namhafteren 	-1
 (nicht|nichts|kein|keine|keinen) namhafterer 	 NOT_namhafterer 	 NOT_namhafterer 	-1
 (nicht|nichts|kein|keine|keinen) namhafteres 	 NOT_namhafteres 	 NOT_namhafteres 	-1
 (nicht|nichts|kein|keine|keinen) namhaftes 	 NOT_namhaftes 	 NOT_namhaftes 	-1
